title	plot	Action	Adult	Adventure	Animation	Biography	Comedy	Crime	Documentary	Drama	Family	Fantasy	Game-Show	History	Horror	Music	Musical	Mystery	News	Reality-TV	Romance	Sci-Fi	Short	Sport	Talk-Show	Thriller	War	Western
"""20/20"" (1978)"	" Among the most recognized and revered television newsmagazines, ""20/20"" was ABC's answer to CBS's ""60 Minutes."" Though some stories were humorous, light-hearted and sometimes frivolous features, the meat of ""20/20's"" programming was investigative reporting many times exposing corporate, medical, educational and governmental wrongdoing, incompetence and criminal negligence and reports on news events of the week from (often) different angles than was seen on the nightly news. Oftentimes, co-host Walters interviewed a prominent celebrity, politician or other newsmaker (among her most famous interviews included her fearless interview of feared Libyan dictator Muhammar Qaddafi; and her inspirational story of Gen. Norman Schwarzkopf, who was interviewed shortly after the Persian Gulf War had ended). The show's regular cast of contributors filed the reports, with the most prolific including John Stossel (who once had his nose broken while interviewing a World Wrestling Federation wrestler), Lynn Sherr, Stone Phillips (before he joined ""Dateline NBC"") and Catherine Crier. Though most of the reports proved to be factual, some were heralded as sensationalist; others led to allegations of libel while at least one story later proved to be an embarrassing hoax."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {(1980-01-24)}"	 Take a rare, intimate look at one of our most dazzling entertainers, Liza Minnelli: her family, her career, her concert appearances with her mother Judy Garland. Liza tells it all in an exclusive interview with Geraldo Rivera; Cops are putting on all kinds of disguises - to be become easy targets for muggers, pickpockets and rapists. Sylvia Chase reports on this most hazardous method of catching criminals; a report on a controversial drug rehabilitation program in Texas.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {7 Going on 70}"	 Barbara Walters profiles three young girls who have Progeria, a genetic condition that causes them to age 10 times faster than the normal rate. She interviews Lindsay Ratcliffe, Kaylee Halko, Hayley Okines an their families about their lives and the difficulties they face.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {A Case of Affluenza (#39.6)}"	" 20/20 investigates the drunk driving case of Ethan Couch. In June 2013, the sixteen year old killed four pedestrians and seriously injured two others while driving drunk in Burleson, Texas. Although he is arrested on the scene, a judge sentences him to probation sparking controversy by citing his ""affluenza."""	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {A Last Dance in Texas (#39.20)}"	 20/20 goes to Lubbock, Texas, to investigate the July 2012 murder of pathologist Joseph Sonnier. Police uncover a love triangle and arrest plastic surgeon Thomas Michael Dixon. Prosecutors argue that Dixon hired his friend Dave Shepard to kill Sonnier in order to punish or get back at an ex-girlfriend Sonnier was dating. Shepard accepted a plea deal and testified against Dixon who was convicted of murder.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {All in the Family (#39.16)}"	 20/20 looks at the Catt family who committed a series of bank robberies in Oregon and Texas from 2010-2012. It interviews Scott Catt behind bars about how he recruited his children Scott, Hayden, and Abby to help him break the law. It also talks to Abby who was recent released from jail.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Andrews' Singing Career Over?}"	" In an interview with Barbara Walters set to air on tonight's 20/20 Julie Andrews confirms that throat surgery last year damaged her vocal cords. In a pre-recorded interview, Andrews told Walters that she is trying to remain optimistic that her voice will return: ""To not sing with an orchestra, to not be able to communicate through my voice which I've done all my life and not to be able to phrase lyrics and give people that kind of joy, I think I would be totally devastated , "" she says."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Best in TV: The Greatest TV Shows of Our Time (#35.2)}"	 Barbara Walters hosts a 20/20 Special on the greatest TV shows of all time. She looks at what was voted the top five for Best TV Comedy, Best TV Mom, Best TV Drama, Best Non-Human TV Character, Best TV Host, Best Reality TV Show, Best TV Variety Show, Best Cop/Legal TV Show, and Best TV Show.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Brian Ross Investigates: Make-a-Wish Swindle/Wife's Secret: She Was Born a Man}"	" ""Brian Ross Investigates: Make-A-Wish Swindle"" features an investigation into an Internet charity scam. ""Wife's Secret: She Was Born a Man"" examines the case of Nikki Araguz a married trans-gendered woman who is in a legal battle with the family of her late husband who argue that since she was not born a woman she cannot be a beneficiary to his life insurance."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Crossing Lines: Women and Men at Work (#40.11)}"	 Journalist 'Gretchen Carlson (I)' (qv) speaks out about the sexual harassment she's experienced throughout her life; a former Wall Street trader talks about the sexist atmosphere he observed at work; the lengths that people will go to prove harassment claims.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Drama High: The Making of a High School Musical}"	" ""Drama High: The Making of a High School Musical"" depicts the minefields that students must navigate both on stage and off when trying out for a high school musical. Who will make the cast? Who has a future in performing and who doesn't? Rivalries heat up between peers while egos hit rock bottom and all time highs. So many star struck teens in America dream of having their moment in the spotlight. When a predominantly white high school in Virginia decides to stage ""The Wiz"" - the black musical version of the ""Wizard of Oz"" - students get their chance to achieve those dreams. Over 100 kids audition, but only four will win the chance to star in the performance. For three months ABC News followed Westfield High School's production of ""The Wiz"" from auditions to the final performance and all the emotion in between. As the production unfolds in the special, viewers experience the teens' struggle with friendships, their parents' expectations and their own deepest ambitions. ABC News captures scenes of searing conflict between a son who fights for his dreams of stardom, and his mother who doubts his talents. During the auditions, the bravado of the school's star vocalist crumbles when her mother tells her she's too overweight to have a shot at the lead. And when a gifted African American teen gets his dream role, his mother pressures him to sign up with the military at the height of the conflict in Iraq. In every week that passes, the cast is confronted with fresh and unforeseen obstacles and enlightening discoveries. And when the pressure reaches its apex before opening night, the teens learn a profound lesson about friendship."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Escaping ISIS (#39.15)}"	 20/20 visits a camp in Iraq that is for people who are fleeing from the dangerous terrorist group ISIS. It talks to two Americans who are trying get over hundred Iraqi Christians safely out of the refugee camp. It, then, goes to Slovakia to see how resettled refugees are fairing there.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Family Secrets (#39.17)}"	" ""Family Secrets"" follows an investigative genealogist as she tries to help two people who were abandoned at birth and a woman who was forced to give up her child. ""The Wild Truth"" talks to the sisters of hiker Christopher McCandless who died of starving in Alaska after entering the wilderness and leaving the world behind."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Fresh Hazards}"	 First network report on E. Coli 0157:H7 in vegetable produce, with reporter Lynn Sherr. The deadly strain of E. Coli ended up in pre-washed pre-packaged lettuce, which nearly killed four people. The piece traced the source of the germ back to a cow pasture near the produce field.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Hope in a Bottle/Stealing the Bride/Give Me a Break}"	" ""Hope in a Bottle"" investigates con artists who are targeting cancer patients with a miracle drug. ""Stealing the Bride"" talks to a woman who was kidnapped by her parents in order to prevent her from getting married. ""Give Me a Break"" looks at the record gas prices that are hitting the nation."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Jaycee Dugard: Her First Interview}"	 Diane Sawyer interviews Jaycee Dugard who was kidnapped when she was eleven and held in captivity for eighteen years by her abductor Phillip Garrido and his wife Nancy. Chris Cuomo examines how law enforcement and the justice system missed several opportunities rescue her.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Lotto Hangover: Big Money, Big Problems (#39.22)}"	" 20/20 looks at the Lottery. ""The Vultures"" examines how some lottery winner have been preyed upon by scam artists. ""The Mystics"" talks to players who use visualization and numerology to pick their lottery numbers. ""The Pros"" talks to a man who has a system that has helped him win seven lotteries. ""The Scammer"" looks at a case where a man rigged an Iowa lottery. ""The Pool"" looks at how some people pool money with other in order to increase their odds of winning."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Meet the Trumps (#39.11)}"	 Barbara Walters interviews the billionaire real estate mogul and television reality star about his aspirations to be President of the United States. She also talks to his wife Melinda and their four children about the private life of Donald Trump.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Mystery in the Maternity Room (#39.12)}"	 20/20 goes to St. Louis to examine how mother Zella Jackson Price was reunited with her long lost daughter Diane Gilmore. It also investigates the baby stealing ring that may have been behind the loss of her daughter and also the children of other women.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Nasty Neighbors (#35.1)}"	" ""When Neighbors Fight Back"" interviews a Minneapolis couple who have fought back against a harassing neighbor. ""Self-Defense or Murder?"" examines the neighbor feud that led former firefighter Raul Rodriguez to shoot and kill Kelly Danaher. ""Celebrity Neighbor Feuds"" examines why it may not be a good thing to live next to a celebrity."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Out of the Woods (#37.4)}"	 20/20 goes to Waukesha, Wisconsin to examine the May 2014 stabbing of 12-year-old Payton Leutner. Payton was at a sleepover with her friends Morgan Geyser and Anissa Weier. The two girls lured Payton into the woods and stabbed her 19 times to impress the 'Slender Man'. Payton survived the attack and the two girls were arrested.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Paris Under Attack (#39.10)}"	 20/20 in a special live report offers the latest news on the terrorist attacks in Paris. They report multiple attacks at different locations, suicide bomb attacks, and at least 120 people dead. They interview witnesses to the attacks and talk to counter-terrorism experts for analysis.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Right Between the Lies (#38.4)}"	" 20/20 tries to get to the truth behind the lies in two cases. ""Truth or Consequences"" looks at the murder of Gregg Williams by his wife Michele who first claimed he was killed by an intruder and later claimed it was suicide. ""Be Careful Who You Break Up With"" looks at how an obsessive cyber-stalking ex-girlfriend got a man fired and arrested."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Silence Broken: A Mother's Reckoning (#39.26)}"	 'Sue Klebold (I)' (qv), the mother of Columbine gunman 'Dylan Klebold' (qv), discusses her relationship with her son, what happened inside her home leading up to the tragedy, and the victims of the April 20, 1999, massacre. In addition, 'Diane Sawyer' (qv) examines teenage mental health, warning signs of a child in crisis, and what can be done to prevent the next school shooting.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Slapped Into Silence}"	 SLAPPs (Strategic Lawsuits Against Public Participation) are a tactic being used by corporations, government agencies and other powerful interests to stop individuals and groups from speaking out against environmentally questionable development. A co-production with the Center for Investigative Reporting.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Stars, Scars and Showbiz Kids}"	" Born into the spotlight for better or for worse, ""20/20"" reports on the kids of celebrities: ""Stars, Scars and Showbiz Kids"". Nick Watt rides along with the the paparazzi to find out if they have gone too far by following and photographing celebrity kids like Suri Cruise wherever they go. Deborah Roberts reports on the young daughter of Anna Nicole Smith and Larry Birkhead is following in her late mom's modeling footsteps. Sachi Parker, Shirley MacLaine's only daughter, talks to Elizabeth Vargas about growing up with a famous mom. Chris Connelly examines the lucrative business that having a baby has become in Hollywood."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {The Big Lie (#35.7)}"	" ""Hero #1"" interviews Aaron Fisher one of the victims in the Jerry Sandusky child molestation case who has come forward with his story. ""Mystery Man"" examines the case of Larry Hoagland who attempted to murder his wife while leading a double life. ""Celebrity Look-Alikes"" interviews Charlie Sheen and Kate Middleton look-alikes."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {The Forever Family (#39.7)}"	 20/20 examines the case of Arkansas State Representative Justin Harris and his wife Marsha who adopted three abused sisters. When the girls began to show signs of serious reactive attachment disorder, they decided to re-home the children with a family friend. A scandal ensues when the family friend is later accused of molesting one of the girls and a former babysitter accuses the Harris family of thinking the girls were possessed by demons.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {The Mystery on Johnsburg Road (#37.2)}"	 20/20 goes to the village of Johnsburg, Illinois, in order to investigate the December 2002 disappearance of Brian Carrick. He went in to his job at a grocery store and never returned. A co-worker Mario Casciaro is eventually arrested and convicted of murder despite the lack of a body, a weapon, or DNA evidence. In an exclusive prison interview, Casciaro claims that he is innocent of the crime.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {The New Cosby Wars (#39.21)}"	 20/20 examines the allegations of sexual misconduct that have been brought against actor and comedian 'Bill Cosby' (qv), who was recently criminally charged for the first time. It looks at the criminal and civil battle taking place across several jurisdictions and speaks to some of Cosby's accusers.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {The Real Designated Survivor (#40.12)}"	" Emergency plans, in the event that the presidential line of succession is threatened; real-life designated survivors 'Dan Glickman' (qv) and 'Gale Norton' (qv); actors 'Kiefer Sutherland (I)' (qv) and 'Kal Penn' (qv) (_""Designated Survivor"" (2016)_ (qv)); the Smolensk air disaster; the 'Ronald Reagan (I)' (qv) assassination attempt."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {The Secret Life of Elliot Rodger}"	" Tonight, a ""20/20"" exclusive, about something that happened this very hour two months ago. And the father of the young killer speaking out only to Barbara Walters. Tonight, she's back on a special assignment. Well, tonight, this is special. A milestone, the first time that a parent of a mass murderer has ever spoken on television. He's doing this to show other parents the warning signs he missed hopefully so that no one has to go through the night that changed his life and so many others, forever. Barbara Walters interviews Peter Rodger. Jennifer Joseph and Muriel Pearson produce the special. Yuval David does voice over, reading from the manifesto of killer Elliot Rodger."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {The Woman in the Video (#39.13)}"	 20/20 interviews Dalia Dippolito a Florida woman who was video taped while attempting to hire a hit-man to kill her husband Michael Dippolito. Originally convicted for attempted murder, she was released due to a problem with jury selection. With a new defense team for her retrial, she offers her account what was really going on in the video.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {Troublemaker (#39.8)}"	" Actress 'Leah Remini' (qv) talks about her experience with and ultimate break from the Church of Scientology, which she chronicles in her memoir, titled ""Troublemaker: Surviving Hollywood and Scientology"". During the interview, she discusses 'Tom Cruise' (qv). 20/20 interviews former Scientologist 'Leah Remini' (qv) about her life in the Church and why she decided to leave it. She reveals that a dispute over actor Tom Cruise's role in the Church created tensions between her and other members of the Church. After researching corruption in the Church online, she reached out to a former spokesman of the Church and eventually decided to leave."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {True Confessions}"	" ""Is Your Property Safe with a Valet"" examines whether valet services are trustworthy. ""Contractor Scams"" talks to the hosts of _""Catch a Contractor"" (2014)_ (qv). ""Manipulative Salespeople"" looks at some of the tricks of the sales industry. ""Confessions of a Counterfeiter"" talks to counterfeiter Frank Bourassa. ""Inattentive Lifeguards"" investigates negligence on beaches."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {What Remains}"	 In 2004, during a Napa Valley Halloween night, housemates Adriane Insogna, Leslie Ann Mazzara, both 26, and Lauren Meanza's home is invaded. After the first two women are viciously murdered, Meanza, whose bedroom is located on the first floor in the back, manages to escape harm. Though Lauren Meanza seeks help, it is too late and she becomes the lone survivor. Lauren tries to assist in the police investigation, but has no idea who would harbor such rage for her friends. When cigarette butts are found around the property, Meanza only knows one person who smokes. Will DNA from these filter tips lead police to the murderer?	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""20/20"" (1978) {What the Doctor Ordered (#39.2)}"	 20/20 examines the case of Indiana surgeon Gregory Konrath who was recorded, by a girlfriend, plotting to kill his ex-wife. When his girlfriend reports him to the police, they begin an investigation that eventually lands the doctor in jail. Interviewed in prison, Konrath tries to explain his situation.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""2000 Malibu Road"" (1992)"	 A story of four women living together at a beach house located at 2000 Malibu Road - Jade, a former prostitute trying to get out of the profession; Perry, a young lawyer also escaping from her past; Lindsay, a would-be actress trying to get the right break; and Joy, Lindsay's two-faced, manipulative sister.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""2012 Aussie Millions Poker Championship"" (2013) {(#1.2)}"	 Sixteen players of the world's top players have staked $4 million between them for the buy-in $250,000 Challenge. In addition to the $250,000 Challenge, the series will also feature the $25,000 Challenge and the $10,000 No Limit Holdem Main Event.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""2012 Aussie Millions Poker Championship"" (2013) {(#1.5)}"	 The tenth anniversary of this prestigious poker tournament,held at the Crown Casino in Melbourne, continues with the first round of the High Stakes Cash Games. Some of the world's best players have staked more than $100,00 for a seat with the elite. Gathered round the Cash Table tonight are Daniel Negreanu, Gus Hansen, Winfred Yu and Sam Trickett.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""2012 the Webseries"" (2011) {The Chosen Ones (#2.2)}"	 Too many extrasensory messages get the best of the mind of a chosen one, a man who was supposed to lead the humans against the invaders. Unfortunately, the invaders are one step ahead and have begun the destruction of those who have a direct communication link with the Mayans. Face to face, the intense meeting between an invader and a chosen one ends with devastating consequences.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""2012 the Webseries"" (2011) {Treachery (#2.3)}"	 The journey to retrieve a third artifact located in Northern Italy begins six months before the fatal date of December 21, 2012. Jameson and his colleague Brock scheme to get their hands on it, while at the same time dealing with the bureaucratic matters that, unbeknownst to them will culminate in the destruction of civilization. A glimpse into the treacherous minds of those who betrayed humanity and the consequences of their despicable actions.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""2013 WSOP Asia Pacific"" (2013) {$50,000 High Roller Event - Part 1 (#1.3)}"	 With a total field of 44-entrants, hitting the felts were the likes of Paul Phua, Sam Trickett, Marvin Rettenmaier and Jonathan Karamalikis, who were also among some of the players to re-buy. The turbo structure meant a high speed of play throughout the day as players looked to move up the leader-board to mount a charge at the money-paying top six where a AUD$825,000 first prize awaited. With day one ending after 16 grueling levels of play, the final 11 return the next day for the AUD$2,156,000 first prize.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""2013 WSOP Asia Pacific"" (2013) {The Caesars Cup - Part 1 (#1.1)}"	 The invite-only exhibition event, played hosted to some of the best poker players from Europe, Asia-Pacific region and the Americas who battled it out at the inaugural WSOP-APAC, a unique Ryder Cup-style poker event that pits teams of the best players from around the world against each other to see which region is the world's best. Squad captains were Team Americas (Defending Champions) - Nine-time WSOP Gold Bracelet Winner Phil Ivey, Team Asia-Pacific - 2005 WSOP Main Event Champion Joe Hachem, Team Europe - Sam Trickett, winner of more than $13 million in the last eight months.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""2013 WSOP Asia Pacific"" (2013) {WSOP-APAC Main Event - Part 1 (#1.5)}"	 The largest and most anticipated day of the WSOP-APAC was the coveted AUD$10,000 'Main Event' that was held in the internationally renowned Crown Poker Room. Amateurs, poker pros, celebrities and poker enthusiasts from more than 20 different countries sat down to battle it out for the acclaimed title of champion.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""2013 World Series"" (2013)"	 The 2013 World Series is a best of seven games contest between two baseball teams: the American League pennant winning Boston Redsox and the National League pennant winning St. Louis Cardinals. The winner of the World Series is crowned the unequivocal champions of baseball.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""2015 FIFA Women's World Cup"" (2015) {Canada vs. Switzerland (#1.52)}"	 Elidih Barbour presents a feature on Canada captain Christine Sinclair, highlights of France vs. South Korea, the second part of Tina Daheley's interview with England coach Mark Sampson, plus live round of 16 coverage of Canada vs. Switzerland.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""2015 FIFA Women's World Cup"" (2015) {Netherlands vs. Canada (#1.34)}"	 A preview of New Zealand vs. China, highlights of Thailand vs. Germany and Ivory Coast vs. Norway, Eilidh Barbour interviews Desiree Scott about the Canada squad's dancing videos, and Tina Daheley interviews England's Karen Carney, live coverage of the Group A match between Netherlands and Canada, plus the last 3 minutes of the match between New Zealand and China live.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""2015 FIFA Women's World Cup"" (2015) {United States vs. Sweden (#1.24)}"	 Highlights of Australia vs. Nigeria, a feature on Sweden manager Pia Sundhage, Tina Daheley talks to Eni Aluko and reports on England's final preparations before their second match, and live coverage of the Group D match between United States and Sweden.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"""2025"" (2015) {Curiouser and Curiouser (#1.2)}"	 Kaylin's childhood friend Finian tries to investigate the case together with her, but they end up getting more than they bargained for. Meanwhile, Presidential Candidate William Tay's son David has a dark secret he's hiding from his father.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
"""2050: Designing the Future"" (2011) {(#1.1)}"	 Episode 1 is all about our survival in the future: how will we provide food, shelter and healthcare for the world's population in 2050? We enter the world of four very different visionaries and their creative teams to showcase their version of 2050.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""2091"" (2016)"	 It's the year 2091. The best seven gamers in the world are recruited by a powerful company to travel to the moon of Calisto and play against each other at an extreme video game. But everything will change when one of them, discovers the sinister truth that hides within the game that may put their own lives in danger.	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""2091"" (2016) {Dejá Vu (#1.3)}"	 Lila puts her army at risk, willing to do anything to find the whereabouts of Ferrán and she gets some unexpected help. Inpar is still taking care of the survivors of the arena and comes to the rescue of a new warrior. Almorás scores his first victory and he seems determined to challenge his god.	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""2091"" (2016) {Perder para Ganar (#1.5)}"	 Lila tries to discover who Inpar is, but a surprise confrontation cause a delay to her plans. Mefisto gets new information to dominate the game, while a new threat approaches the spaceship. On Earth, the Neodimio Corporations stumbles upon the only truth that could change all their plans on Calisto.	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""2091"" (2016) {Tiempo Fuera (#1.6)}"	 Lila allies with the least-expected of players, but the past of the warriors of the arena puts her strategy at risk. Mefisto lashes out at Altea, exposing himself, once again, beyond the limits of the game. The Neodimio Corporation is forced to take drastic measures to restore order in Calisto.	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"""20tantos"" (2002)"	 Gloria is a normal, neither rich nor poor girl, although very amusing and intelligent. When beginning the series, she has just left an employment to enter to work as scholarship holder in an important portal of Internet. There she knows Miguel and she is been captivated of their enthusiasm, their natural charm, their idealism and, of course, their physical attractiveness. Miguel places in the web an idealistic and controversial article that takes him to face with the director of the company works. Miguel is said goodbye to, so he decides to create his own portal of Internet, for which claims the collaboration of his partners. Only Gloria decides to accompany him. Gloria makes it for love, because it has been made illusions with Miguel. So she is ruined when discovering that he has a girlfriend, Natalia. Gloria has given up a stable and promising employment for anything.	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"""20th Century with Mike Wallace"" (1995)"	 Television news journalist Mike Wallace hosts this hour-long series taking a look back at some of the most important historic events and issues of the 20th century from the civil rights movement to the World Wars to the war against tobacco companies.	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21 Cards"" (2009)"	 Filmed live in the 2,500 seat Showroom of Mystic Lake Casino Hotel, 21 Cards was the Twin Cities only locally-produced, televised game show. Each week, new contestants navigated 19 cash cards & 2 jokers in an attempt to win $15,000. Hosted by Mike Rylander & Natalie Kane, 13 episodes aired every Saturday night at 6PM on The CW Twin Cities from September 12th, 2009 through December 5th, 2009.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21 Icons"" (2013) {Albie Sachs: Beautiful Sacrifice (#2.1)}"	 Former Constitutional Court judge and anti-Apartheid activist, Albie Sachs, talks to filmmaker and photographer Adrian Steirn during a portrait sitting about the meaning of fairness and democracy, as well as his role in ensuring these values are enshrined in South Africa.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21 Icons"" (2013) {Francois Pienaar: 43 Million South Africans (#2.5)}"	 Francois Pienaar, former Springbok rugby captain, talks to filmmaker and photographer Adrian Steirn about the unifying effect of sport and its importance to society; his relationship with Nelson Mandela, and how South Africa's triumph at the 1995 Rugby World Cup helped to heal a divided nation.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21 Icons"" (2013) {Gary Player: In Play (#1.13)}"	" Sporting great and philanthropist Gary Player reveals to Filmmaker and photographer Adrian Steirn how he almost did not take up golf -- ""the sport for sissies"" and why he has managed to turn his sporting talent into an international empire that has benefited thousands of impoverished children."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
